t_star,0,t0,1,t1,2,t2,3,t3,dev0,dev1,dev2,dev3
53600,0.030862092265263156,4062.315789473684,0.034105031508666665,2858.6666666666665,0.028884619394666668,5717.333333333333,0.029027679908,12863.999999999998,0.0,8.107348108508774,4.94368217649122,4.586030893157893
53700,0.03087180423157895,4069.8947368421054,0.034122813202,2864.0,0.028897104968,5728.0,0.029042520712,12887.999999999998,0.0,8.12752242605263,4.936748158947375,4.573208798947376
53800,0.03088153982968421,4077.4736842105262,0.03414056796466666,2869.3333333333335,0.028909204493999998,5738.666666666667,0.029049562182,12911.999999999998,0.0,8.147570337456132,4.930838339210529,4.579944119210526
53900,0.030891475870105264,4085.0526315789475,0.03415835411533333,2874.6666666666665,0.028920987284666667,5749.333333333333,0.029057983792,12935.999999999998,0.0,8.167195613070161,4.92622146359649,4.583730195263161
54000,0.030901404394210526,4092.6315789473683,0.03417614475,2880.0,0.02893291417,5760.0,0.02906560462,12959.999999999998,0.0,8.18685088947368,4.921225560526312,4.589499435526311
54100,0.03091114064578947,4100.210526315789,0.03419426198733333,2885.3333333333335,0.028945741780000003,5770.666666666667,0.029080136826,12983.999999999998,0.0,8.207803353859648,4.91349716447367,4.5775095494736755
54200,0.030921225534210527,4107.789473684211,0.034212398097999995,2890.6666666666665,0.028959278192,5781.333333333333,0.02909845824,13007.999999999998,0.0,8.22793140947367,4.904868355526315,4.556918235526317
54300,0.030931314373789473,4115.368421052632,0.034230666321999996,2896.0,0.028972520336,5792.0,0.029109613042,13031.999999999998,0.0,8.248379870526307,4.896985094473682,4.554253329473682
54400,0.03094116322094737,4122.9473684210525,0.03424886891,2901.3333333333335,0.028985028165333333,5802.666666666667,0.02911978773,13055.999999999998,0.0,8.26926422263158,4.890337639035089,4.553438727368424
54500,0.030950643996842102,4130.526315789473,0.03426687459,2906.6666666666665,0.028996813916666666,5813.333333333333,0.02913683343,13079.999999999998,0.0,8.290576482894753,4.884575200438589,4.534526417105258
54600,0.030960280431368423,4138.105263157895,0.034284931502,2912.0,0.029008539738,5824.0,0.029162020345999996,13103.999999999998,0.0,8.311627676578945,4.879351733421055,4.495650213421067
54700,0.030969787334105263,4145.684210526316,0.03430307380066667,2917.3333333333335,0.02902088954066667,5834.666666666667,0.029177903246,13127.999999999998,0.0,8.333216166403513,4.872244483596485,4.479710220263158
54800,0.030979415085473683,4153.263157894737,0.03432143048866666,2922.6666666666665,0.029033657098,5845.333333333333,0.029186684847999998,13151.999999999998,0.0,8.35503850798245,4.864394968684205,4.481825593684214
54900,0.030989302805894736,4160.8421052631575,0.034340001566,2928.0,0.029046459094000002,5856.0,0.029198223704,13175.999999999998,0.0,8.376746900263155,4.857109279736834,4.477697754736842
55000,0.030999534778947367,4168.421052631579,0.034358825983333334,2933.3333333333335,0.02905885617666667,5866.666666666667,0.02921052731,13199.999999999998,0.0,8.398228010964917,4.851696505701747,4.472518672368414
55100,0.03100887904,4176.0,0.03437780240466667,2938.6666666666665,0.029070552150666666,5877.333333333333,0.029224314762,13223.999999999998,0.0,8.42230841166667,4.845817223333333,4.461410695000001
55200,0.031017657609263158,4183.578947368421,0.03439716575,2944.0,0.029082003804,5888.0,0.02923606519,13247.999999999998,0.0,8.448770351842105,4.839134513157893,4.453981048157893
55300,0.031026272473789474,4191.1578947368425,0.03441665807,2949.3333333333335,0.029094172630666666,5898.666666666667,0.029246029386,13271.999999999998,0.0,8.475963990526319,4.830249607807018,4.450607719473686
55400,0.03103603772768421,4198.736842105263,0.034436211598,2954.6666666666665,0.029106716617333335,5909.333333333333,0.029262390505999998,13295.999999999998,0.0,8.500434675789469,4.823302775877188,4.434118054210531
55500,0.031045572505789473,4206.315789473684,0.03445577387,2960.0,0.02911879525,5920.0,0.0292787965,13319.999999999998,0.0,8.52550341052631,4.816943139473684,4.416940014473685
55600,0.031055019920105262,4213.894736842105,0.03447527830733334,2965.3333333333335,0.029130443204666664,5930.666666666667,0.029291961956,13343.999999999998,0.0,8.550645968070187,4.811441788596495,4.407644910263157
55700,0.031064477526421053,4221.473684210527,0.03449484433666667,2970.6666666666665,0.029142460764666665,5941.333333333333,0.029305116455999997,13367.999999999998,0.0,8.575917025614043,4.805041904385968,4.398402676052638
55800,0.031074139085157895,4229.0526315789475,0.03451484151,2976.0,0.029154782314,5952.0,0.029317964452,13391.999999999998,0.0,8.601756062105256,4.798391927894738,4.390436582894742
55900,0.031083322686105263,4236.631578947368,0.034534719709999995,2981.3333333333335,0.029166962612666665,5962.666666666667,0.029328815286,13415.999999999998,0.0,8.628492559736829,4.790900183596494,4.386268500263159
56000,0.03109301402,4244.210526315789,0.03455424099,2986.6666666666665,0.02917898729,5973.333333333333,0.0293407775,13439.999999999998,0.0,8.653067424999996,4.785066825000001,4.380591299999996
56100,0.031103769660421055,4251.789473684211,0.034573759384,2992.0,0.029190580962,5984.0,0.029350445851999998,13463.999999999998,0.0,8.674974308947366,4.782971746052633,4.383309521052642
56200,0.03111647778926316,4259.368421052632,0.034593272968,2997.3333333333335,0.029201445448,5994.666666666667,0.029361298864,13487.999999999998,0.0,8.691987946842106,4.787580853157893,4.387947313157893
56300,0.031130348303157893,4266.9473684210525,0.03461278964266667,3002.6666666666665,0.02921183508,6005.333333333333,0.029375754072,13511.999999999998,0.0,8.706103348771936,4.796283057894729,4.3864855778947325
56400,0.031143282123157895,4274.526315789473,0.034632309407999995,3008.0,0.029222394714,6016.0,0.02939067539,13535.999999999998,0.0,8.72256821210525,4.802218522894736,4.381516832894739
56500,0.031154529255789473,4282.105263157895,0.03465190146333333,3013.3333333333335,0.029233646376666665,6026.666666666667,0.02940904807,13559.999999999998,0.0,8.74343051885964,4.80220719780702,4.363702964473686
56600,0.031163218776631578,4289.684210526316,0.034671536892666666,3018.6666666666665,0.02924535455,6037.333333333333,0.029426844257999997,13583.999999999998,0.0,8.770795290087719,4.794660566578941,4.340936296578953
56700,0.031168343278105262,4297.263157894737,0.034691499338,3024.0,0.02925711999,6048.0,0.029441965742,13607.999999999998,0.0,8.807890149736835,4.778058220263155,4.315943840263155
56800,0.031171711741473686,4304.8421052631575,0.034711570788666664,3029.3333333333335,0.029269021363333335,6058.666666666667,0.02945453092,13631.999999999998,0.0,8.849647617982445,4.756725945350877,4.292952053684216
56900,0.03117401207,4312.421052631579,0.03473217857,3034.6666666666665,0.029280879195333332,6069.333333333333,0.029467387852,13655.999999999998,0.0,8.895416250000004,4.732832186666669,4.266560545000001
57000,0.03117596471,4320.0,0.03475286297,3040.0,0.02929241773,6080.0,0.02948130366,13679.999999999998,0.0,8.942245649999998,4.708867450000002,4.236652625000001
57100,0.031178935301157895,4327.578947368421,0.03477388673533333,3045.3333333333335,0.029303764242,6090.666666666667,0.029495457428,13703.999999999998,0.0,8.987378585438593,4.687927647894739,4.208694682894739
57200,0.03118278707736842,4335.1578947368425,0.03479490501666667,3050.6666666666665,0.029314852422,6101.333333333333,0.029510155372,13727.999999999998,0.0,9.030294848245621,4.669836638421052,4.181579263421051
57300,0.031187943901578946,4342.736842105263,0.034815884910000004,3056.0,0.029326296494000002,6112.0,0.029519938026,13751.999999999998,0.0,9.069852521052644,4.654118518947359,4.170014688947365
57400,0.031194729200210526,4350.315789473684,0.03483671195133333,3061.3333333333335,0.029337672307333335,6122.666666666667,0.02953333147,13775.999999999998,0.0,9.104956877807012,4.642642232192979,4.153494325526315
57500,0.031202695045263157,4357.894736842105,0.03485708043666667,3066.6666666666665,0.02934859593,6133.333333333333,0.02955251682,13799.999999999998,0.0,9.135963478508774,4.635247788157895,4.125445563157894
57600,0.031211066632631578,4365.473684210527,0.034877098674,3072.0,0.02935948473,6144.0,0.029570612168,13823.999999999998,0.0,9.165080103421047,4.628954756578946,4.101136161578948
57700,0.031219943419473685,4373.0526315789475,0.03489653316466667,3077.3333333333335,0.029370369124666666,6154.666666666667,0.029581921574,13847.999999999998,0.0,9.191474362982461,4.623935737017547,4.095054613684209
57800,0.03122940118663158,4380.631578947368,0.034916070311333335,3082.6666666666665,0.029380921716666668,6165.333333333333,0.029587846692,13871.999999999998,0.0,9.216672811754389,4.621198674912277,4.103886236578946
57900,0.031239555066210525,4388.210526315789,0.034935710114,3088.0,0.029391347772,6176.0,0.029595405162,13895.999999999998,0.0,9.240387619473683,4.620518235526312,4.110374760526317
58000,0.031249719748947368,4395.789473684211,0.03495515718,3093.3333333333335,0.029402014413333333,6186.666666666667,0.02961138226,13919.999999999998,0.0,9.263593577631584,4.619263339035086,4.095843722368421
58100,0.031260293305157894,4403.368421052632,0.034974488603999994,3098.6666666666665,0.029413057018666665,6197.333333333333,0.029623239402,13943.999999999998,0.0,9.285488247105251,4.618090716228072,4.0926347578947375
58200,0.03127168349010526,4410.9473684210525,0.03499416604,3104.0,0.029424416936,6208.0,0.029625755054000003,13967.999999999998,0.0,9.306206374736831,4.618166385263154,4.114821090263153
58300,0.03128524165094737,4418.526315789473,0.035013958813333336,3109.3333333333335,0.029435511738666667,6218.666666666667,0.02963198741,13991.999999999998,0.0,9.321792905964912,4.624324780701759,4.133135602368424
